#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
# Updated 2024 Jan 13 23:14:18
A00074	NNA R	1960 SIG	C  MR       	Star 12	Star 12	1960 Dec  7	A00075	1960 Dec 10 2315?	Earth	1960 Dec 10 2320?	D	-	AFBMD/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1960 Dec 10	    -122	?	     591	?	 81.50 	 	SO	-	-
A00075	NNA T	1960 SIG	PX-RT--     	SRV 508	SRV	1960 Dec  7	S00067	1960 Dec 10 2315?	Earth	1960 Dec 10 2344	L	20N 169W?	AFBMD/CIA	US	GEMSD	SRV Mk IV	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1960 Dec 10	     241	 	     659	 	 81.50 	 	LLEO/I	-	-
A00076	00068	1960 TAU	R2          	Agena B 1101	Agena B	1960 Dec 20	R04391	1960 Dec 20 2040	Earth	1961 Jan 23	R	-	AFBMD	US	LMSD	Agena B	-	     730 	 	    720 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1960 Dec 21	     206	 	     628	 	 83.40 	 	LLEO/I	-	-
A00077	00079	1961 ALP 2	R2          	Agena A 2102	Agena A 2102	1961 Jan 31	R04477	1961 Jan 31 2031	Earth	1970 Oct  9 0515?	R	-	AFBMD	US	LMSD	Agena A	-	     500 	?	    500 	?	       0 	 	   4.0 	 	  1.5 	 	    4.0 	 	Cyl + 2 Pan	1961 Mar  2	     474	 	     553	 	 97.40 	 	LLEO/S	-	-
A00078	00071	1961 BET 1	R4-----*    	Blok-L No. L1-7	Blok-L	1961 Feb  4	S00072	1961 Feb  4 0127	Earth	1961 Feb 26	R	-	RVSN	SU	OKB1	Blok-L	-	    5000 	?	    900 	?	       0 	?	   2.7 	 	  2.5 	 	    2.7 	 	Cyl	1961 Feb  4	     212	 	     318	 	 65.00 	 	LLEO/I	-	-
A00079	NNA	1961 GAM	R4  D       	Blok-L No. L1-6B	Blok-L	1961 Feb 12	S00076	1961 Feb 12 0043	Earth	1961 Feb 14	DSO	D00015	RVSN	SU	OKB1	Blok-L	-	    5000 	?	    900 	?	       0 	?	   2.7 	 	  2.5 	 	    2.7 	 	Cyl	1961 Feb 12	     229	 	     282	 	 65.00 	 	LLEO/I	-	-
A00080	00085	1961 DEL 2	C AV        	S-56A Canister	-	1961 Feb 16	S00082	1961 Feb 16 1317	Earth	-	AO	-	LARCN	US	LARCN	12' Sph Canister	-	      29 	 	     29 	 	       0 	 	   1.0 	?	  0.5 	 	    1.0 	?	Cyl	1969 Jul 21	     639	 	    2458	 	 38.87 	 	LEO/I	-	-
A00081	00083	1961 EPS 1	R2          	Agena B 1104	Agena B	1961 Feb 17	R04530	1961 Feb 17 2032	Earth	1962 Jul 28	R	-	AFBMD	US	LMSD	Agena B	-	     750 	 	    740 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1961 Feb 18	     284	 	     787	 	 80.91 	 	LLEO/I	-	-
A00082	00083	1961 EPS 1	PXA         	TOD-8	Transit-On-Discoverer	1961 Feb 17	A00081	1961 Feb 17 2032	Earth	1962 Jul 28	AR	-	AFBMD	US	APL	ARPL?	-	       5 	?	      5 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Feb 18	     284	 	     787	 	 80.91 	 	LLEO/I	-	-
A00083	00084	1961 ZET	R2          	Agena B 1102	Agena B	1961 Feb 18	R04535	1961 Feb 18 2306	Earth	1962 Apr 20	R	-	AFBMD	US	LMSD	Agena B	-	     800 	 	    790 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1961 Feb 19	     256	 	    1062	 	 80.70 	 	LEO/I	-	-
A00084	00087	1961 ETA	R2-----*    	Ablestar 007	AJ10-104	1961 Feb 22	R04547	1961 Feb 22 0352?	Earth	1961 Mar 30	R	-	AFBMD	US	AJ	Ablestar	-	     670 	?	    600 	 	       0 	?	   4.8 	 	  1.4 	 	    4.8 	 	Cyl	1961 Feb 22	     167	 	    1002	 	 28.38 	 	LLEO/I	-	-
A00085	00087	1961 ETA	PXA         	Lofti	Lofti	1961 Feb 22	S00087	1961 Feb 22 0352?	Earth	1961 Mar 30	AR	-	NRL	US	NRL	NRL 20"	-	      26 	 	     26 	 	       0 	 	   0.3 	 	  0.3 	 	    0.6 	 	Sphere + Ann	1961 Feb 22	     167	 	    1002	 	 28.38 	 	LLEO/I	-	-
A00086	00087	1961 ETA	C AY        	Transit 3B despin weight	-	1961 Feb 22	S00087	1961 Feb 22 0352?	Earth	1961 Mar 30	AR	-	BUWEPS	US	APL	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Disk + Cable	1961 Feb 22	     167	 	    1002	 	 28.38 	 	LLEO/I	-	-
A00087	00087	1961 ETA	C AY        	Transit 3B despin weight	-	1961 Feb 22	S00087	1961 Feb 22 0352?	Earth	1961 Mar 30	AR	-	BUWEPS	US	APL	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Disk + Cable	1961 Feb 22	     167	 	    1002	 	 28.38 	 	LLEO/I	-	-
A00088	NNA R	1961 THE	C  MR       	Priborniy otsek	PO	1961 Mar  9	S00091	1961 Mar  9 0746	Earth	1961 Mar  9	D	-	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1961 Mar  9	    -216	 	     172	 	 64.90 	 	SO	-	-
A00089	NNA R	1961 IOT	C  MR       	Priborniy otsek	PO	1961 Mar 25	S00095	1961 Mar 25 0711	Earth	1961 Mar 25	D	-	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1961 Mar 25	    -225	 	     163	 	 64.90 	 	SO	-	-
A00090	NNA	1961 KAP	R3  D       	Delta 4 Stage 3	Altair X-248-A5?	1961 Mar 25	R04638	1961 Mar 25 1523	Earth	1961 Mar 26 0724	DSO	D00018	GSFC	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.7 	 	  0.5 	 	    1.7 	 	Cyl	1961 Mar 25	     221	 	  181000	 	 33.00 	 	DSO	-	-
A00091	00100	1961 LAM 1	R2          	Agena B 1106	Agena B	1961 Apr  8	R04676	1961 Apr  8 1928	Earth	1962 Apr 16	R	-	AFBMD	US	LMSD	Agena B	-	     750 	 	    740 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1961 Apr  8	     295	 	     648	 	 82.31 	 	LLEO/I	-	-
A00092	00100	1961 LAM 1	PXA         	TOD-9	Transit-On-Discoverer	1961 Apr  8	A00091	1961 Apr  8 1928	Earth	1962 Apr 16	AR	-	AFBMD	US	APL	ARPL?	-	       5 	?	      5 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Apr  8	     295	 	     648	 	 82.31 	 	LLEO/I	-	-
A00093	NNA R	1961 MU	C  MR       	Priborniy otsek	PO	1961 Apr 12	S00103	1961 Apr 12 0730	Earth	1961 Apr 12 0740?	D	-	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1961 Apr 12	    -148	 	     168	 	 64.95 	 	SO	-	-
A00094	NNA X	1961-U02	PX--O--     	Trailblazer 1g	Meteor	1961 Apr 21	R04715	1961 Apr 21 0601	Earth	1961 Apr 21 0602	D	AO	LARCN	US	SAO/LARCN	-	-	       1 	 	      1 	 	       1 	 	   0.0 	 	  0.0 	 	    0.0 	 	Disk	1961 Apr 21	   -6166	 	   18199	 	106.10 	 	SO	-	-
A00095	00107	1961 NU 1	R4          	Cluster 18 Assembly 4	RTV Motor	1961 Apr 27	R04728	1961 Apr 27 1425	Earth	-	O	-	MSFC	US	JPL	RTV Motor	-	       5 	 	      5 	 	       0 	 	   1.1 	 	  0.1 	 	    1.1 	 	Cyl	1961 Apr 27	     471	 	    1799	 	 28.80 	 	LEO/I	-	-
A00096	00108	1961 XI 1	R2          	Agena B 1107	Agena B	1961 Jun 16	R04855	1961 Jun 16 2309	Earth	1961 Jul 12	R	-	AFSSD	US	LMSC	Agena B	-	     800 	 	    790 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1961 Jun 17	     223	 	     410	 	 82.10 	 	LLEO/I	-	-
A00097	00108	1961 XI 1	PXA         	GRD Package	Module 101?	1961 Jun 16	A00096	1961 Jun 16 2309	Earth	1961 Jul 12	AR	-	AFSSD/AFCRL	US	AFCRL	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Jun 17	     223	 	     410	 	 82.10 	 	LLEO/I	-	-
A00098	NNA R	1961 XI	C  MR       	Star 12	Star 12	1961 Jun 16	A00099	1961 Jun 19 0100?	Earth	1961 Jun 19 0105?	D	-	AFSSD/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1961 Jun 19	    -193	?	     402	?	 82.10 	 	SO	-	-
A00099	NNA T	1961 XI	PX-RT--     	SRV 510	SRV	1961 Jun 16	S00108	1961 Jun 19 0100?	Earth	1961 Jun 19 0135?	L	20N 153W?	AFSSD/CIA	US	GERSD	SRV Mk IV	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1961 Jun 19	     223	 	     407	 	 82.10 	 	LLEO/I	-	-
A00100	00117	1961 OMI 2	PXA         	GREB	GRAB SV3	1961 Jun 29	S00117	1961 Jun 29 0452?	Earth	-	AO	-	NRL	US	NRL	NRL 20"	-	      25 	 	     25 	 	       0 	 	   0.5 	 	  0.5 	 	    0.5 	 	Sphere	1989 Mar 31	     879	 	     984	 	 66.80 	 	LEO/I	-	Dyno 2,Solrad 3,SR 3
A00101	17651	1961 OMI 275	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	2000 Sep 28	OX	Z	BUWEPS	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1993 Jul 31	     808	 	     954	 	 66.34 	 	LEO/I	-	-
A00102	17652	1961 OMI 276	D  P        	deb Ablestar 008	-	1961 Jun 29	S00118	1961 Jun 29 0608	Earth	2000 Sep 27	OX	Z	BUWEPS	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1993 Aug  4	     699	 	     871	 	 66.71 	 	LEO/I	-	-
A00103	00160	1961 PI	R2          	Agena B 1109	Agena B	1961 Jul  7	R04915	1961 Jul  7 2336	Earth	1961 Dec  5	R	-	AFSSD	US	LMSC	Agena B	-	     800 	 	    790 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1961 Jul  8	     228	 	     809	 	 82.93 	 	LLEO/I	-	-
A00104	00160	1961 PI	PXA         	GRD Package/HSRP-2	Module 102?	1961 Jul  7	A00103	1961 Jul  7 2336	Earth	1961 Dec  5	AR	-	AFSSD	US	AFCRL/HCO	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Jul  8	     228	 	     809	 	 82.93 	 	LLEO/I	-	-
A00105	NNA R	1961 PI	C  MR       	Star 12	Star 12	1961 Jul  7	A00106	1961 Jul 10 0208?	Earth	1961 Jul 10 0215?	D	-	AFSSD/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1961 Jul 10	      60	?	     500	?	 82.93 	 	TA	-	-
A00106	NNA T	1961 PI	PX-RT--     	SRV 511	SRV	1961 Jul  7	S00160	1961 Jul 10 0208?	Earth	1961 Jul 10 0258	L	20N 163W?	AFSSD/CIA	US	GERSD	SRV Mk IV	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1961 Jul 10	     228	 	     804	 	 82.93 	 	LLEO/I	-	-
A00107	00163	1961 SIG 1	R2          	Agena B 1201	Agena B 1201	1961 Jul 12	R04920	1961 Jul 12 1520	Earth	-	O	-	AFSSD	US	LMSC	Agena B	-	    1200 	?	    700 	 	       0 	?	   6.3 	 	  1.5 	 	    8.0 	 	Cyl + 2 Pan	1989 Mar 31	    3341	 	    3540	 	 91.20 	 	MEO	-	-
A00108	00163	1961 SIG 1	PXA         	HEPDEX 1	Lockheed Package	1961 Jul 12	A00107	1961 Jul 12 1520	Earth	-	AO	-	AFSSD	US	LMSC	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Aug 15	    3354	 	    3535	 	 91.13 	 	MEO	-	-
A00109	NNA R	1961 TAU	C  MR       	Priborniy otsek	PO	1961 Aug  6	S00168	1961 Aug  7 0648?	Earth	1961 Aug  7 0700?	D	-	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1961 Aug  7	    -219	 	     166	 	 65.00 	 	SO	-	-
A00110	NNA	1961 UPS	R3          	Delta 6 Stage 3	Altair X-248-A5	1961 Aug 16	R05015	1961 Aug 16 0333	Earth	1963?	R	-	GSFC	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.7 	 	  0.5 	 	    1.7 	 	Cyl	1961 Sep 20	     450	?	   77200	?	 33.43 	 	VHEO	-	-
A00111	NNA	1961 UPS	C  Y        	Explorer 12 despin weight	-	1961 Aug 16	S00170	1961 Aug 16 0352?	Earth	1963 Aug?	R	-	GSFC	US	RAYM	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    1.5 	?	Disk + Cable	1961 Sep 20	     457	 	   77170	 	 33.43 	 	VHEO	-	-
A00112	NNA	1961 UPS	C  Y        	Explorer 12 despin weight	-	1961 Aug 16	S00170	1961 Aug 16 0352?	Earth	1963 Aug?	R	-	GSFC	US	RAYM	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    1.5 	?	Disk + Cable	1961 Sep 20	     457	 	   77170	 	 33.43 	 	VHEO	-	-
A00113	NNA X	1961-U01	PX--O--     	O-1	HETS	1961 Aug 17	A00114	1961 Aug 17	Earth	1961 Aug 18?	R	-	AFSSD	US	-	-	-	      12 	 	     12 	 	      22 	 	   0.5 	?	  0.4 	?	    0.5 	?	Cyl	1961 Aug 17	   -5000	?	  100000	?	 30.00 	?	SO	-	-
A00114	NNA X	1961-U01	R4--O--     	Blue Scout Jr O-1 Stage 4	Cetus NOTS-100	1961 Aug 17	R05017	1961 Aug 17	Earth	1961 Aug 18?	R	-	AFSSD	US	-	-	-	      10 	 	     10 	 	       0 	 	   0.5 	 	  0.4 	 	    0.5 	 	Cyl	1961 Aug 17	   -5000	?	  100000	?	 30.00 	?	SO	-	-
A00115	00180	1961 CHI	R4-----*    	Scout ST-6 Stage 4	Altair X-248A5 BSB-43	1961 Aug 25	R05037	1961 Aug 25 1839	Earth	1961 Aug 28	R	-	LARCN	US	ABL	Altair	-	      24 	 	     24 	 	       0 	 	   1.7 	 	  0.5 	 	    1.7 	 	Cyl	1961 Aug 26	     125	 	    1164	 	 37.70 	 	LEO/I	-	-
A00116	00181	1961 PSI	R2          	Agena B 1112	Agena B	1961 Aug 30	R05050	1961 Aug 30 2007	Earth	1961 Sep  9	R	-	AFSSD	US	LMSC	Agena B	-	     800 	 	    790 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1961 Aug 30	     144	 	     556	 	 82.02 	 	LLEO/I	-	-
A00117	00181	1961 PSI	PXA         	GRD Package	Module 103?	1961 Aug 30	A00116	1961 Aug 30 2007	Earth	1961 Sep  9	AR	-	AFSSD	US	AFCRL/HCO	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Aug 30	     144	 	     556	 	 82.02 	 	LLEO/I	-	HSRP-3
A00118	00181	1961 PSI	PXA         	Vela Hotel Package 1	Vela Hotel A1	1961 Aug 30	A00116	1961 Aug 30 2007	Earth	1961 Sep  9	AR	-	AFSSD	US	LRL	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Aug 30	     144	 	     556	 	 82.02 	 	LLEO/I	-	-
A00119	NNA R	1961 PSI	C  MR       	Star 12	Star 12	1961 Aug 30	A00120	1961 Sep  1 2218?	Earth	1961 Sep  1 2223?	D	30N 160W?	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1961 Sep  1	      23	?	     219	?	 82.02 	 	TA	-	-
A00120	NNA T	1961 PSI	PX-RT--     	SRV 554	SRV	1961 Aug 30	S00181	1961 Sep  1 2218?	Earth	1961 Sep  1 2307	L	27  0N 158 37W	NRO/CIA	US	GERSD	SRV Mk IV	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1961 Sep  1	     144	 	     538	 	 82.02 	 	LLEO/I	-	-
A00121	00182	1961 OME 1	R2          	Agena B 1113	Agena B	1961 Sep 12	R05086	1961 Sep 12 2006	Earth	1961 Dec 11	R	-	AFSSD	US	LMSC	Agena B	-	     800 	 	    790 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1961 Sep 13	     234	 	     549	 	 82.67 	 	LLEO/I	-	-
A00122	00182	1961 OME 1	PXA         	GRD Package	Horizon Sensor Experiment	1961 Sep 12	A00121	1961 Sep 12 2006	Earth	1961 Dec 11	AR	-	AFSSD	US	AFCRL	ARPL	-	       6 	 	      6 	 	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Sep 13	     234	 	     549	 	 82.67 	 	LLEO/I	-	Module 104?
A00123	NNA	1961 A ALP	C  V        	MA-4 clamp band segment	-	1961 Sep 13	S00183	1961 Sep 13 1409	Earth	1961 Sep 13?	R	-	MSC	US	MCDA	-	-	       1 	?	      1 	?	       0 	?	   0.5 	 	  1.6 	 	    1.6 	 	Circular Arc	1961 Sep 13	     149	 	     240	 	 32.54 	 	LLEO/I	-	-
A00124	NNA	1961 A ALP	C  V        	MA-4 clamp band segment	-	1961 Sep 13	S00183	1961 Sep 13 1409	Earth	1961 Sep 13?	R	-	MSC	US	MCDA	-	-	       1 	?	      1 	?	       0 	?	   0.5 	 	  1.6 	 	    1.6 	 	Circular Arc	1961 Sep 13	     149	 	     240	 	 32.54 	 	LLEO/I	-	-
A00125	NNA	1961 A ALP	C  V        	MA-4 clamp band segment	-	1961 Sep 13	S00183	1961 Sep 13 1409	Earth	1961 Sep 13?	R	-	MSC	US	MCDA	-	-	       1 	?	      1 	?	       0 	?	   0.5 	 	  1.6 	 	    1.6 	 	Circular Arc	1961 Sep 13	     149	 	     240	 	 32.54 	 	LLEO/I	-	-
A00126	NNA R	1961 A ALP	C  MR       	Mercury Retro	Mercury Retro	1961 Sep 13	S00183	1961 Sep 13 1534	Earth	1961 Sep 13 1542?	D	-	STGL	US	THKE	Mercury Retro	-	     200 	?	    100 	?	       0 	?	   0.5 	 	  0.8 	 	    0.5 	 	Cyl	1961 Sep 13	    -268	?	     246	?	 32.80 	 	SO	-	-
A00127	NNA R	1961 OME	C  MR       	Star 12	Star 12	1961 Sep 12	A00128	1961 Sep 14 2246?	Earth	1961 Sep 14 2253?	D	30N 167W?	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1961 Sep 14	     -85	?	     431	?	 82.67 	 	SO	-	-
A00128	NNA T	1961 OME	PX-RT--     	SRV 551	SRV	1961 Sep 12	S00182	1961 Sep 14 2246?	Earth	1961 Sep 14 2320?	L	20N 166W?	NRO/CIA	US	GERSD	SRV Mk IV	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1961 Sep 14	     234	 	     545	 	 82.67 	 	LLEO/I	-	-
A00129	00186	1961 A BET	R2          	Agena B 1114	Agena B	1961 Sep 17	R05120	1961 Sep 17 2107	Earth	1961 Oct 26	R	-	AFSSD	US	LMSC	Agena B	-	     850 	 	    840 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1961 Sep 18	     233	 	     403	 	 82.70 	 	LLEO/I	-	-
A00130	00186	1961 A BET	PXA         	GRD Package	Module 105?	1961 Sep 17	A00129	1961 Sep 17 2107	Earth	1961 Oct 26	AR	-	AFSSD	US	AFCRL/HCO	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Sep 18	     233	 	     403	 	 82.70 	 	LLEO/I	-	HSRP-4
A00131	00186	1961 A BET	PXA         	Vela Hotel Package 2	Vela Hotel A2	1961 Sep 17	A00129	1961 Sep 17 2107	Earth	1961 Oct 26	AR	-	AFSSD	US	LRL	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Sep 18	     233	 	     403	 	 82.70 	 	LLEO/I	-	-
A00132	00186	1961 A BET	C FM        	Star 12	Star 12	1961 Sep 17	A00133	1961 Sep 19	Earth	1961 Oct 26	AR	-	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1961 Sep 25	     233	 	     380	 	 82.70 	 	LLEO/I	-	-
A00133	00186	1961 A BET	PXFR---     	SRV 552	SRV	1961 Sep 17	S00186	1961 Sep 19	Earth	1961 Oct 26	AR	-	NRO/CIA	US	GERSD	SRV Mk IV	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1961 Sep 25	     233	 	     380	 	 82.70 	 	LLEO/I	-	-
A00134	00189	1961 A GAM 1	R2          	Agena B 1115	Agena B	1961 Oct 13	R05203	1961 Oct 13 1929	Earth	1961 Nov 13	R	-	AFSSD	US	LMSC	Agena B	-	     850 	 	    840 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1961 Oct 14	     229	 	     401	 	 81.63 	 	LLEO/I	-	-
A00135	00189	1961 A GAM 1	PXA         	Research Payload Kit No. 3B	Module 106?	1961 Oct 13	A00134	1961 Oct 13 1929	Earth	1961 Nov 13	AR	-	AFSSD	US	AFCRL	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Oct 14	     229	 	     401	 	 81.63 	 	LLEO/I	-	-
A00136	NNA R	1961 A GAM	C  MR       	Star 12	Star 12	1961 Oct 13	A00137	1961 Oct 14 2237	Earth	1961 Oct 14 2245?	D	-	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1961 Oct 14	    -130	?	     330	?	 81.63 	 	SO	-	-
A00137	NNA T	1961 A GAM	PX-RT--     	SRV 555	SRV	1961 Oct 13	S00189	1961 Oct 14 2237	Earth	1961 Oct 14 2310?	L	20N 170W?	NRO/CIA	US	GERSD	SRV Mk IV	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1961 Oct 14	     229	 	     398	 	 81.63 	 	LLEO/I	-	-
A00138	NNA A	1961-U03	PXA-O--     	P-21	ST-7	1961 Oct 19	A00139	1961 Oct 19 1744?	Earth	1961 Oct 19 1906?	AS	AO	GSFC	US	GSFC?	-	-	      43 	 	     43 	 	      67 	 	   0.8 	 	  0.3 	 	    0.8 	 	Oct Cyl + Ant	1961 Oct 19	   -5022	?	    6855	 	 32.00 	?	SO	-	-
A00139	NNA S	1961-U03	R4--O--     	Scout ST-7 Stage 4	Altair X-248 BSB-51	1961 Oct 19	R05216	1961 Oct 19 1744?	Earth	1961 Oct 19 1906?	S	AO	GSFC	US	ABL	-	-	      24 	 	     24 	 	       0 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1961 Oct 19	   -6000	?	    6855	 	 38.00 	?	SO	-	-
A00140	00192	1961 A DEL 1	R2          	Agena B 1202	Agena B	1961 Oct 21	R05225	1961 Oct 21 1402	Earth	-	O	-	AFSSD	US	LMSC	Agena B	-	    1200 	?	    700 	 	       0 	?	   6.3 	 	  1.5 	 	    8.0 	 	Cyl + 2 Pan	1989 Mar 31	    3483	 	    3760	 	 95.90 	 	MEO	-	-
A00141	00192	1961 A DEL 1	PXA         	HEPDEX 2	Lockheed Package	1961 Oct 21	A00140	1961 Oct 21 1402	Earth	-	AO	-	AFSSD	US	LMSC	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Dec 17	    3503	 	    3747	 	 95.90 	 	MEO	-	-
A00142	NNA	1961 A DEL	C  C        	West Ford clusters	(40000 objects?)	1961 Oct 21	S00194	1961 Oct 21 1530?	Earth	-	O	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	Ant	1994 Oct  1	    2768	 	    3165	 	 95.50 	 	MEO	-	-
A00143	00197	1961 A EPS 1	R2          	Agena B 1117	Agena B	1961 Nov  5	R05280	1961 Nov  5 2007	Earth	1962 Dec  7	R	-	AFSSD	US	LMSC	Agena B	-	     850 	 	    840 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1961 Nov  7	     225	 	    1005	 	 82.50 	 	LEO/I	-	-
A00144	00197	1961 A EPS	C FM        	Star 12	Star 12	1961 Nov  5	A00145	1961 Nov  5 2007	Earth	1962 Dec  7	AR	-	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1961 Nov  7	     225	 	    1005	 	 82.50 	 	LEO/I	-	-
A00145	00197	1961 A EPS	PXFR---     	SRV 553	SRV	1961 Nov  5	S00197	1961 Nov  5 2007	Earth	1962 Dec  7	AR	-	NRO/CIA	US	GERSD	SRV Mk IV	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1961 Nov  7	     225	 	    1005	 	 82.50 	 	LEO/I	-	-
A00146	00197	1961 A EPS 1	PXA         	GRD Package	Module 107	1961 Nov  5	A00143	1961 Nov  5 2007	Earth	1962 Dec  7	AR	-	AFSSD	US	AFCRL	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Nov  7	     225	 	    1005	 	 82.50 	 	LEO/I	-	-
A00147	00197	1961 A EPS 1	PXA         	Vela Hotel Package 3	Vela Hotel B1	1961 Nov  5	A00143	1961 Nov  5 2007	Earth	1962 Dec  7	AR	-	AFSSD	US	LRL	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1961 Nov  7	     225	 	    1005	 	 82.50 	 	LEO/I	-	-
