#JCAT	Satcat	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
# Updated 2024 Jan 13 23:14:18
A00221	00307	1962 PSI	R2          	Agena B 2402	Agena B 2402	1962 Jun 17	R06008	1962 Jun 17 1823	Earth	1962 Jun 18 1750?	R	-	AFSSD	US	LMSC	Agena B	-	     940 	?	    700 	 	       0 	?	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Jun 17	     209	 	     230	 	 96.30 	 	LLEO/S	-	-
A00222	00307	1962 PSI	PXFR---     	FTV 2402 RV	E-6 RV	1962 Jun 17	S00307	1962 Jun 18 1740?	Earth	1962 Jun 18 1750?	AR	-	AFSMS	US	GERSD	E-6 RV	-	     592 	?	    592 	?	       0 	 	   3.7 	 	  1.5 	 	    3.7 	 	Cone	1962 Jun 18	   -1200	?	     200	?	 96.30 	 	SO	-	-
A00223	00308	1962 OME 1	R2          	Agena B 2312	Agena B	1962 Jun 18	R06009	1962 Jun 18 2027	Earth	1963 Oct 30	R	-	AFSSD	US	LMSC	Agena B	-	     840 	 	    800 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Jun 22	     370	 	     411	 	 82.14 	 	LLEO/I	-	-
A00224	00315	1962 A BET	R2          	Agena B 1129	Agena B 1129	1962 Jun 23	R06028	1962 Jun 23 0037	Earth	1962 Jul  7	R	-	AFSSD	US	LMSC	Agena B	-	     900 	 	    870 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Jun 23	     199	 	     314	 	 75.18 	 	LLEO/I	-	-
A00225	00315	1962 A BET	PXA         	GRD N Payload No. 3	HSRP-7	1962 Jun 23	A00224	1962 Jun 23 0037	Earth	1962 Jul  7	AR	-	AFSSD	US	LMSC	ARPL	-	      16 	 	     16 	 	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1962 Jun 23	     199	 	     314	 	 75.18 	 	LLEO/I	-	-
A00226	NNA R	1962 A BET	C  MR       	Star 12	Star 12	1962 Jun 23	A00227	1962 Jun 26 0228?	Earth	1962 Jun 26 0233?	D	-	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1962 Jun 26	    -210	?	     300	?	 75.18 	 	SO	-	-
A00227	NNA T	1962 A BET	PX-RT--     	SRV 591	SRV	1962 Jun 23	S00315	1962 Jun 26 0228?	Earth	1962 Jun 26 0300?	L	20N 156W?	NRO/CIA	US	GERSD	SRV Mk V	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1962 Jun 26	     213	 	     293	 	 75.18 	 	LLEO/I	-	-
A00228	00316	1962 A GAM	R2          	Agena D 1151	Agena D 1151	1962 Jun 28	R06043	1962 Jun 28 0116	Earth	1962 Sep 14	R	-	AFSSD	US	LMSC	Agena D	-	     900 	 	    870 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Jun 28	     206	 	     699	 	 76.10 	 	LLEO/I	-	-
A00229	00316	1962 A GAM	PXA         	GRD N Payload No. 4	HSRP-8	1962 Jun 28	A00228	1962 Jun 28 0116	Earth	1962 Sep 14	AR	-	AFSSD	US	LMSC	ARPL	-	      16 	 	     16 	 	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1962 Jun 28	     206	 	     699	 	 76.10 	 	LLEO/I	-	-
A00230	NNA R	1962 A GAM	C  MR       	Star 12	Star 12	1962 Jun 28	A00231	1962 Jul  2 0327?	Earth	1962 Jul  2 0332?	D	-	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1962 Jul  2	     -19	?	     473	?	 76.04 	 	SO	-	-
A00231	NNA T	1962 A GAM	PX-RT--     	SRV 592	SRV	1962 Jun 28	S00316	1962 Jul  2 0327?	Earth	1962 Jul  2 0402?	L	20N 164W?	NRO/CIA	US	GERSD	SRV Mk V	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1962 Jul  2	     211	 	     689	 	 76.10 	 	LLEO/I	-	-
A00232	00342	1962 A ZET 1	R2          	Agena B 2403	Agena B 2403	1962 Jul 18	R06195	1962 Jul 18 2100	Earth	1962 Jul 25	R	-	AFSSD	US	LMSC	Agena B	-	     940 	 	    700 	 	       0 	?	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Jul 19	     187	 	     244	 	 96.10 	 	LLEO/S	-	-
A00233	00344	1962 A ETA	R2          	Agena B 1130	Agena B 1130	1962 Jul 21	R06213	1962 Jul 21 0103	Earth	1962 Aug 14	R	-	AFSSD	US	LMSC	Agena B	-	     900 	 	    870 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Jul 21	     207	 	     381	 	 70.31 	 	LLEO/I	-	-
A00234	00344	1962 A ETA	PXA         	GRD Package	Starfish package?/HSRP-9	1962 Jul 21	A00233	1962 Jul 21 0103	Earth	1962 Aug 14	AR	-	AFSSD	US	AFCRL/HCO	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1962 Jul 28	     200	 	     364	 	 70.31 	 	LLEO/I	-	-
A00235	NNA R	1962 A ETA	C  MR       	Star 12	Star 12	1962 Jul 21	A00236	1962 Jul 23 0238?	Earth	1962 Jul 23 0243?	D	30N 154W?	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1962 Jul 24	    -213	?	     376	?	 70.31 	 	SO	-	-
A00236	NNA T	1962 A ETA	PX-RT--     	SRV 593	SRV	1962 Jul 21	S00344	1962 Jul 23 0238?	Earth	1962 Jul 23 0323	L	20N 150W?	NRO/CIA	US	GERSD	SRV Mk V	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1962 Jul 24	     195	 	     382	 	 70.31 	 	LLEO/I	-	-
A00237	00345	1962 A THE	R2          	Agena B 1131	Agena B 1131	1962 Jul 28	R06246	1962 Jul 28 0037	Earth	1962 Aug 24	R	-	AFSSD	US	LMSC	Agena B	-	     900 	 	    870 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Jul 29	     205	 	     404	 	 71.06 	 	LLEO/I	-	-
A00238	NNA R	1962 A THE	C  MR       	Star 12	Star 12	1962 Jul 28	A00239	1962 Aug  1 0242?	Earth	1962 Aug  1 0247?	D	POR	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1962 Aug  1	    -172	?	     360	?	 71.06 	 	SO	-	-
A00239	NNA T	1962 A THE	PX-RT--     	SRV 594	SRV	1962 Jul 28	S00345	1962 Aug  1 0242?	Earth	1962 Aug  1 0315?	L	20N 164W?	NRO/CIA	US	GERSD	SRV Mk V	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1962 Aug  1	     200	?	     400	?	 71.06 	 	LLEO/I	-	-
A00240	NNA R	1962 A IOT	C  MR       	Priborniy otsek	PO	1962 Jul 28	S00346	1962 Aug  1 0745?	Earth	1962 Aug  1 0755?	D	KRZ	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1962 Aug  1	    -120	?	     220	?	 65.00 	 	SO	-	-
A00241	00360	1962 A KAP 1	R2          	Agena D 1152	Agena D 1152	1962 Aug  2	R06283	1962 Aug  2 0024	Earth	1962 Aug 26	R	-	AFSSD	US	LMSC	Agena D	-	     900 	 	    870 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Aug  3	     208	 	     423	 	 82.25 	 	LLEO/I	-	-
A00242	00360	1962 A KAP 1	PXA         	GRD Package	Starfish package?	1962 Aug  2	A00241	1962 Aug  2 0024	Earth	1962 Aug 26	AR	-	AFSSD	US	AFCRL	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1962 Aug  9	     193	 	     398	 	 82.25 	 	LLEO/I	-	-
A00243	00361	1962 A LAM	R2          	Agena B 2404	Agena B 2404	1962 Aug  5	R06288	1962 Aug  5 1807	Earth	1962 Aug  6 1835?	R	-	AFSSD	US	LMSC	Agena B	-	     940 	?	    700 	 	       0 	?	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Aug  5	     203	 	     203	 	 96.30 	 	LLEO/S	-	-
A00244	NNA R	1962 A KAP	C  MR       	Star 12	Star 12	1962 Aug  2	A00245	1962 Aug  6 0234?	Earth	1962 Aug  6 0240?	D	POR	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1962 Aug  6	    -177	?	     361	?	 82.25 	 	SO	-	-
A00245	NNA T	1962 A KAP	PX-RT--     	SRV 595	SRV	1962 Aug  2	S00360	1962 Aug  6 0234?	Earth	1962 Aug  6 0310?	L	20N 163W?	NRO/CIA	US	GERSD	SRV Mk V	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1962 Aug  6	     202	 	     410	 	 82.25 	 	LLEO/I	-	-
A00246	NNA R	1962 A LAM	PX-RR--     	FTV 2404 RV	E-6 RV	1962 Aug  5	S00361	1962 Aug  6 1830?	Earth	1962 Aug  6 1840?	D	-	AFSMS	US	GERSD	E-6 RV	-	     600 	?	    600 	?	       0 	 	   3.0 	 	  1.5 	 	    3.0 	 	Cone	1962 Aug  6	   -1100	?	     200	?	 96.30 	 	SO	-	-
A00247	NNA R	1962 A MU	C  MR       	Priborniy otsek	PO	1962 Aug 11	S00363	1962 Aug 15 0625	Earth	1962 Aug 15 0640?	D	-	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1962 Aug 15	    -235	?	     166	?	 65.00 	 	SO	-	-
A00248	NNA R	1962 A NU	C  MR       	Priborniy otsek	PO	1962 Aug 12	S00365	1962 Aug 15 0631	Earth	1962 Aug 15 0645?	D	-	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1962 Aug 15	    -233	?	     168	?	 65.00 	 	SO	-	-
A00249	00371	1962 A PI 1	R4-----*    	Blok-L No. T103-12	Blok-L	1962 Aug 25	S00372	1962 Aug 25 0227	Earth	1962 Aug 28	R	-	RVSN	SU	OKB1	Blok-L	-	    5000 	?	    900 	?	       0 	?	   2.7 	 	  2.5 	 	    2.7 	 	Cyl	1962 Aug 25	     174	 	     248	 	 64.88 	 	LLEO/I	-	-
A00250	00371	1962 A PI 1	PXFR---     	Spuskaemiy apparat	2MV-1 No. 1 SA	1962 Aug 25	S00371	1962 Aug 25 0319	Earth	1962 Aug 28	AR	-	NII88	SU	OKB1	MV SA	-	     300 	?	    300 	?	       0 	 	   1.2 	 	  1.2 	 	    1.2 	 	Sphere	1962 Aug 25	     174	 	     248	 	 64.88 	 	LLEO/I	-	-
A00251	00377	1962 A SIG	R2          	Agena D 1153	Agena D 1153	1962 Aug 29	R06365	1962 Aug 29 0107	Earth	1962 Sep 10	R	-	AFSSD	US	LMSC	Agena D	-	     900 	 	    870 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Aug 29	     222	 	     363	 	 65.00 	 	LLEO/I	-	-
A00252	00377	1962 A SIG	PXA         	DRM-3	RM-3 (Midas)	1962 Aug 29	A00251	1962 Aug 29 0107	Earth	1962 Sep 10	AR	-	AFSSD	US	LMSC	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1962 Aug 29	     222	 	     363	 	 65.00 	 	LLEO/I	-	-
A00253	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
A00254	NNA S	1962-U03	PX--O--     	R-2	Reentry 2	1962 Aug 31	A00255	1962 Aug 31	Earth	1962 Aug 31	S	AO	LARCN	US	LARCN?	-	-	      73 	 	     73 	 	      83 	 	   1.0 	?	  0.4 	?	    1.0 	?	Cone	1962 Aug 31	   -6000	?	    7000	?	 38.00 	?	SO	-	-
A00255	NNA S	1962-U03	R5--O--     	Scout S114 Stage 5	Cetus NOTS-100	1962 Aug 31	R06374	1962 Aug 31	Earth	1962 Aug 31	S	AO	LARCN	US	NOTS	-	-	      10 	 	     10 	 	       0 	 	   0.5 	 	  0.4 	 	    0.5 	 	Cyl	1962 Aug 31	   -6000	?	    7000	?	 38.00 	?	SO	-	-
A00256	00381	1962 A TAU 1	R4-----*    	Blok-L No. T103-13	Blok-L	1962 Sep  1	S00382	1962 Sep  1 0221	Earth	1962 Sep  6	R	-	RVSN	SU	OKB1	Blok-L	-	    5000 	?	    900 	?	       0 	?	   2.7 	 	  2.5 	 	    2.7 	 	Cyl	1962 Sep  2	     185	 	     246	 	 64.80 	 	LLEO/I	-	-
A00257	00381	1962 A TAU 1	PXFR---     	Spuskaemiy apparat	2MV-1 No. 2 SA	1962 Sep  1	S00381	1962 Sep  1 0314	Earth	1962 Sep  6	AR	-	NII88	SU	OKB1	MV SA	-	     300 	?	    300 	?	       0 	 	   1.2 	 	  1.2 	 	    1.2 	 	Sphere	1962 Sep  2	     185	 	     246	 	 64.80 	 	LLEO/I	-	-
A00258	00385	1962 A UPS	R2          	Agena B 1132	Agena B 1132	1962 Sep  1	R06393	1962 Sep  1 2046	Earth	1964 Oct 26	R	-	AFSSD	US	LMSC	Agena B	-	     900 	 	    870 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Sep  4	     296	 	     672	 	 82.83 	 	LLEO/I	-	-
A00259	00385	1962 A UPS	PXA         	Aerospace Corp Package	Starfish package?	1962 Sep  1	A00258	1962 Sep  1 2046	Earth	1964 Oct 26 0930?	AR	-	AFSSD	US	AERO	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1962 Oct  1	     288	 	     670	 	 82.82 	 	LLEO/I	-	-
A00260	NNA R	1962 A SIG	C  MR       	Star 12	Star 12	1962 Aug 29	A00261	1962 Sep  2 0242?	Earth	1962 Sep  2 0247?	D	-	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1962 Sep  2	    -272	 	     427	?	 65.21 	 	SO	-	-
A00261	NNA T	1962 A SIG	PX-RT--     	SRV 596	SRV	1962 Aug 29	S00377	1962 Sep  2 0242?	Earth	1962 Sep  2 0325	L	20N 159W?	NRO/CIA	US	GERSD	SRV Mk V	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1962 Sep  2	     169	 	     394	 	 65.21 	 	LLEO/I	-	-
A00262	NNA R	1962 A UPS	C  MR       	Star 12	Star 12	1962 Sep  1	A00263	1962 Sep  5 2345?	Earth	1962 Sep  5 2352?	D	-	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1962 Sep  5	     -28	?	     560	?	 82.83 	 	SO	-	-
A00263	NNA T	1962 A UPS	PX-RT--     	SRV 600	SRV	1962 Sep  1	S00385	1962 Sep  5 2345?	Earth	1962 Sep  6 0015?	L	20N 174W?	NRO/CIA	US	GERSD	SRV Mk V	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1962 Sep  5	     296	 	     672	 	 82.83 	 	LLEO/I	-	-
A00264	00389	1962 A PHI 1	R4-----*    	Blok-L No. T103-14	Blok-L	1962 Sep 12	S00390	1962 Sep 12 0108	Earth	1962 Sep 14	R	-	RVSN	SU	OKB1	Blok-L	-	    5000 	?	    900 	?	       0 	?	   2.7 	 	  2.5 	 	    2.7 	 	Cyl	1962 Sep 12	     163	 	     195	 	 64.80 	 	LLEO/I	-	-
A00265	00396	1962 A CHI	R2          	Agena B 1133	Agena B 1133	1962 Sep 17	R06413	1962 Sep 17 2353	Earth	1962 Nov 19	R	-	AFSSD	US	LMSC	Agena B	-	     900 	 	    870 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Sep 18	     201	 	     677	 	 81.87 	 	LLEO/I	-	-
A00266	00396	1962 A CHI	PXA         	TRS 2	ERS 2	1962 Sep 17	A00265	1962 Sep 17 2353	Earth	1962 Nov 19	AR	-	AFSSD	US	TRW	ERS	-	       1 	 	      1 	 	       1 	 	   0.2 	 	  0.2 	 	    0.2 	 	Tetrahedron	1962 Sep 18	     201	 	     677	 	 81.87 	 	LLEO/I	-	-
A00267	00396	1962 A CHI	PXA         	GRD Package	Starfish package?	1962 Sep 17	A00265	1962 Sep 17 2353	Earth	1962 Nov 19	AR	-	AFSSD	US	AFCRL	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1962 Sep 18	     201	 	     677	 	 81.87 	 	LLEO/I	-	-
A00268	NNA R	1962 A CHI	C  MR       	Star 12	Star 12	1962 Sep 17	A00269	1962 Sep 19 0210?	Earth	1962 Sep 19 0215?	D	-	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1962 Sep 19	    -122	?	     556	?	 81.83 	 	SO	-	-
A00269	NNA T	1962 A CHI	PX-RT--     	SRV 597	SRV	1962 Sep 17	S00396	1962 Sep 19 0210?	Earth	1962 Sep 19 0245?	L	20N 158W?	NRO/CIA	US	GERSD	SRV Mk V	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1962 Sep 19	     196	 	     666	 	 81.83 	 	LLEO/I	-	-
A00270	00426	1962 B ALP 2	R2          	Agena B 6101	Agena B 6101	1962 Sep 29	R06454	1962 Sep 29 0612	Earth	-	O	-	MSFC	US	LMSC	Agena B	-	     809 	 	    809 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1989 Aug 21	     996	 	    1022	 	 80.46 	 	LEO/I	-	-
A00271	00427	1962 B BET	R2          	Agena D 1154	Agena D 1154	1962 Sep 29	R06457	1962 Sep 29 2342	Earth	1962 Oct  8	R	-	AFSSD	US	LMSC	Agena D	-	     900 	 	    870 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Sep 30	     191	 	     388	 	 65.41 	 	LLEO/I	-	-
A00272	00427	1962 B BET	PXA         	DRM-4	RM-4 (Midas)	1962 Sep 29	A00271	1962 Sep 29 2342	Earth	1962 Oct  8	AR	-	AFSSD	US	LMSC	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1962 Sep 30	     191	 	     388	 	 65.41 	 	LLEO/I	-	-
A00273	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
A00274	NNA R	1962 A OME	C  MR       	Priborniy otsek	PO	1962 Sep 27	S00422	1962 Oct  1 0900?	Earth	1962 Oct  1 0910?	D	-	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1962 Oct  1	    -130	?	     300	?	 65.00 	 	SO	-	-
A00275	NNA	1962 B GAM	C  Y        	Explorer 14 despin weight	-	1962 Oct  2	S00432	1962 Oct  2 2230?	Earth	1965?	R	-	GSFC	US	RAYM	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    1.5 	?	Disk + Cable	1964 Oct 20	     915	 	   96959	 	 33.60 	 	VHEO	-	-
A00276	NNA	1962 B GAM	C  Y        	Explorer 14 despin weight	-	1962 Oct  2	S00432	1962 Oct  2 2230?	Earth	1965?	R	-	GSFC	US	RAYM	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    1.5 	?	Disk + Cable	1964 Oct 20	     915	 	   96959	 	 33.60 	 	VHEO	-	-
A00277	NNA R	1962 B BET	C  MR       	Star 12	Star 12	1962 Sep 29	A00278	1962 Oct  3 0115?	Earth	1962 Oct  2 0120?	D	-	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1962 Oct  2	    -236	 	     384	?	 65.40 	 	SO	-	-
A00278	NNA T	1962 B BET	PX-RT--     	SRV 598	SRV	1962 Sep 29	S00427	1962 Oct  3 0115?	Earth	1962 Oct  3 0205	L	18 07N 152 15W	NRO/CIA	US	GERSD	SRV Mk V	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1962 Oct  2	     200	 	     371	 	 65.40 	 	LLEO/I	-	-
A00279	NNA	1962 B DEL	C  V        	MA-8 clamp band segment	-	1962 Oct  3	S00433	1962 Oct  3 1220	Earth	1962 Oct  3?	R	-	MSC	US	MCDA	-	-	       1 	?	      1 	?	       0 	?	   0.5 	 	  1.6 	 	    1.6 	 	Circular Arc	1962 Oct  3	     156	 	     286	 	 32.55 	 	LLEO/I	-	-
A00280	NNA	1962 B DEL	C  V        	MA-8 clamp band segment	-	1962 Oct  3	S00433	1962 Oct  3 1220	Earth	1962 Oct  3?	R	-	MSC	US	MCDA	-	-	       1 	?	      1 	?	       0 	?	   0.5 	 	  1.6 	 	    1.6 	 	Circular Arc	1962 Oct  3	     156	 	     286	 	 32.55 	 	LLEO/I	-	-
A00281	NNA	1962 B DEL	C  V        	MA-8 clamp band segment	-	1962 Oct  3	S00433	1962 Oct  3 1220	Earth	1962 Oct  3?	R	-	MSC	US	MCDA	-	-	       1 	?	      1 	?	       0 	?	   0.5 	 	  1.6 	 	    1.6 	 	Circular Arc	1962 Oct  3	     156	 	     286	 	 32.55 	 	LLEO/I	-	-
A00282	NNA R	1962 B DEL	C  MR       	Mercury Retro	Mercury Retro	1962 Oct  3	S00433	1962 Oct  3 2108	Earth	1962 Oct  3 2116	D	-	MSC	US	THKE	Mercury Retro	-	     200 	?	    100 	?	       0 	?	   0.5 	 	  0.8 	 	    0.5 	 	Cyl	1962 Oct  3	    -168	?	     192	?	 32.80 	 	SO	-	-
A00283	00436	1962 B EPS	R2          	Agena B 1134	Agena B 1134	1962 Oct  9	R06509	1962 Oct  9 1842	Earth	1962 Nov 16	R	-	AFSSD	US	LMSC	Agena B	-	     850 	 	    820 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Oct 10	     209	 	     426	 	 82.00 	 	LLEO/I	-	-
A00284	00436	1962 B EPS	PXA         	Aerospace Corp Package	Starfish package?	1962 Oct  9	A00283	1962 Oct  9 1842	Earth	1962 Nov 16	AR	-	AFSSD	US	AERO	ARPL	-	      20 	?	     20 	?	       0 	 	   0.5 	?	  0.5 	?	    0.5 	?	Box	1962 Oct 17	     216	 	     401	 	 81.97 	 	LLEO/I	-	-
A00285	NNA R	1962 B EPS	C  MR       	Star 12	Star 12	1962 Oct  9	A00286	1962 Oct 13 2108?	Earth	1962 Oct 13 2113?	D	-	NRO/CIA	US	THKE	Star 12	-	      33 	 	     10 	 	       0 	 	   0.3 	 	  0.3 	 	    0.3 	 	Cyl + Cone	1962 Oct 13	    -100	?	     294	?	 82.00 	 	SO	-	-
A00286	NNA T	1962 B EPS	PX-RT--     	SRV 603	SRV	1962 Oct  9	S00436	1962 Oct 13 2108?	Earth	1962 Oct 13 2150	L	20N 166W?	NRO/CIA	US	GERSD	SRV Mk V	Star 12	     157 	 	    157 	 	       0 	 	   0.8 	 	  0.7 	 	    0.8 	 	Cone	1962 Oct 13	     209	 	     426	 	 82.00 	 	LLEO/I	-	-
A00287	00439	1962 B ETA	C AMD       	BE-3	Alcyone BE-3	1962 Oct 18	A00288	1962 Oct 18 1737	Earth	1962 Oct 21	DSA	D00031	JPL	US	HERC	BE-3	-	      90 	 	     20 	?	       0 	 	   0.9 	 	  0.4 	 	    0.9 	 	Cyl	1962 Oct 19	     207	 	  543753	 	 28.32 	 	CLO	-	-
A00288	00439	1962 B ETA	PXARD--     	Ranger Capsule 18	Ranger Capsule 18	1962 Oct 18	S00439	1962 Oct 18 1737	Earth	1962 Oct 21	DSA	D00032	JPL	US	PHLO	Ranger Capsule	Alcyone BE-3	      58 	 	     58 	 	       0 	 	   0.6 	 	  0.6 	 	    0.6 	 	Sphere	1962 Oct 19	     207	 	  543753	 	 28.32 	 	CLO	-	-
A00289	NNA R	1962 B ZET	C  MR       	Priborniy otsek	PO	1962 Oct 17	S00437	1962 Oct 21 0720?	Earth	1962 Oct 21 0730?	D	-	NII88	SU	OKB1	Vostok PO	-	    2600 	 	   2600 	 	       0 	 	   2.5 	 	  2.7 	 	    2.5 	 	DCone	1962 Oct 21	    -100	?	     200	?	 65.00 	 	SO	-	-
A00290	00444	1962 B KAP	R2          	Agena D 1401	Agena D 1401	1962 Oct 26	R06635	1962 Oct 26 1621	Earth	1967 Oct  5	R	-	AFSSD	US	LMSC	Agena D	-	     600 	 	    600 	 	       0 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1962 Oct 29	     191	 	    5570	 	 71.40 	 	MEO	-	-
A00291	00445	1962 B LAM	C AY        	Explorer 15 despin weight	-	1962 Oct 27	S00445	1962 Oct 27 2330?	Earth	1978 Jan 15	AR	-	GSFC	US	RAYM	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    1.5 	?	Disk + Cable	1962 Dec  9	     312	 	   17619	 	 17.97 	 	HEO	-	-
A00292	00445	1962 B LAM	C AY        	Explorer 15 despin weight	-	1962 Oct 27	S00445	1962 Oct 27 2330?	Earth	1978 Jan 15	AR	-	GSFC	US	RAYM	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    1.5 	?	Disk + Cable	1962 Dec  9	     312	 	   17619	 	 17.97 	 	HEO	-	-
A00293	NNA	1962 B NU	R4  D       	Blok-L No. T103-16	Blok-L	1962 Nov  1	S00448	1962 Nov  1 1623	Earth	1962 Nov  2 0140?	DSO	D00034	RVSN	SU	OKB1	Blok-L	-	    5000 	?	    900 	?	       0 	?	   2.7 	 	  2.5 	 	    2.7 	 	Cyl	1962 Nov  1	     200	 	     Inf	 	 65.00 	 	EEO	-	-
A00294	00451	1962 B XI 1	R4-----*    	Blok-L No. T103-17	Blok-L	1962 Nov  4	S00452	1962 Nov  4 1540	Earth	1962 Nov  5	R	-	RVSN	SU	OKB1	Blok-L	-	    5000 	?	    900 	?	       0 	?	   2.7 	 	  2.5 	 	    2.7 	 	Cyl	1962 Nov  4	     200	 	     226	 	 64.80 	 	LLEO/I	-	-
